file_path,species_name
data/birds/raw_audio/ashdro1\XC37742.ogg,ashdro1
data/birds/raw_audio/ashdro1\XC388240.ogg,ashdro1
data/birds/raw_audio/ashdro1\XC396580.ogg,ashdro1
data/birds/raw_audio/ashdro1\XC396854.ogg,ashdro1
data/birds/raw_audio/ashdro1\XC399007.ogg,ashdro1
data/birds/raw_audio/ashdro1\XC404676.ogg,ashdro1
data/birds/raw_audio/ashdro1\XC404677.ogg,ashdro1
data/birds/raw_audio/ashdro1\XC410375.ogg,ashdro1
data/birds/raw_audio/ashdro1\XC429029.ogg,ashdro1
data/birds/raw_audio/ashdro1\XC429030.ogg,ashdro1
data/birds/raw_audio/ashdro1\XC429763.ogg,ashdro1
data/birds/raw_audio/ashdro1\XC450402.ogg,ashdro1
data/birds/raw_audio/ashdro1\XC450403.ogg,ashdro1
data/birds/raw_audio/ashdro1\XC450404.ogg,ashdro1
data/birds/raw_audio/ashdro1\XC463832.ogg,ashdro1
data/birds/raw_audio/ashdro1\XC492732.ogg,ashdro1
data/birds/raw_audio/ashdro1\XC496054.ogg,ashdro1
data/birds/raw_audio/ashdro1\XC507992.ogg,ashdro1
data/birds/raw_audio/ashdro1\XC528339.ogg,ashdro1
data/birds/raw_audio/ashdro1\XC53987.ogg,ashdro1
data/birds/raw_audio/ashdro1\XC574750.ogg,ashdro1
data/birds/raw_audio/ashdro1\XC575536.ogg,ashdro1
data/birds/raw_audio/ashdro1\XC575537.ogg,ashdro1
data/birds/raw_audio/ashdro1\XC583086.ogg,ashdro1
data/birds/raw_audio/ashdro1\XC595624.ogg,ashdro1
data/birds/raw_audio/ashdro1\XC607200.ogg,ashdro1
data/birds/raw_audio/ashdro1\XC628590.ogg,ashdro1
data/birds/raw_audio/ashdro1\XC631771.ogg,ashdro1
data/birds/raw_audio/ashdro1\XC639829.ogg,ashdro1
data/birds/raw_audio/ashdro1\XC651728.ogg,ashdro1
data/birds/raw_audio/ashdro1\XC681472.ogg,ashdro1
data/birds/raw_audio/ashdro1\XC684281.ogg,ashdro1
data/birds/raw_audio/ashdro1\XC684396.ogg,ashdro1
data/birds/raw_audio/ashdro1\XC684408.ogg,ashdro1
data/birds/raw_audio/ashdro1\XC685714.ogg,ashdro1
data/birds/raw_audio/ashdro1\XC686159.ogg,ashdro1
data/birds/raw_audio/ashdro1\XC690695.ogg,ashdro1
data/birds/raw_audio/ashdro1\XC699926.ogg,ashdro1
data/birds/raw_audio/ashdro1\XC705930.ogg,ashdro1
data/birds/raw_audio/ashdro1\XC706101.ogg,ashdro1
data/birds/raw_audio/ashdro1\XC706159.ogg,ashdro1
data/birds/raw_audio/ashdro1\XC707794.ogg,ashdro1
data/birds/raw_audio/ashdro1\XC722650.ogg,ashdro1
data/birds/raw_audio/ashdro1\XC769354.ogg,ashdro1
data/birds/raw_audio/ashdro1\XC769472.ogg,ashdro1
data/birds/raw_audio/ashdro1\XC771306.ogg,ashdro1
data/birds/raw_audio/ashdro1\XC773323.ogg,ashdro1
data/birds/raw_audio/ashdro1\XC775938.ogg,ashdro1
data/birds/raw_audio/ashdro1\XC778972.ogg,ashdro1
data/birds/raw_audio/ashdro1\XC784861.ogg,ashdro1
data/birds/raw_audio/ashdro1\XC788753.ogg,ashdro1
data/birds/raw_audio/ashdro1\XC794311.ogg,ashdro1
data/birds/raw_audio/ashdro1\XC815396.ogg,ashdro1
data/birds/raw_audio/ashdro1\XC815452.ogg,ashdro1
data/birds/raw_audio/ashdro1\XC815588.ogg,ashdro1
data/birds/raw_audio/ashdro1\XC838155.ogg,ashdro1
data/birds/raw_audio/ashdro1\XC841853.ogg,ashdro1
data/birds/raw_audio/ashdro1\XC855534.ogg,ashdro1
data/birds/raw_audio/ashdro1\XC858390.ogg,ashdro1
data/birds/raw_audio/ashdro1\XC858391.ogg,ashdro1
data/birds/raw_audio/ashpri1\XC116338.ogg,ashpri1
data/birds/raw_audio/ashpri1\XC116339.ogg,ashpri1
data/birds/raw_audio/ashpri1\XC116340.ogg,ashpri1
data/birds/raw_audio/ashpri1\XC116341.ogg,ashpri1
data/birds/raw_audio/ashpri1\XC186708.ogg,ashpri1
data/birds/raw_audio/ashpri1\XC186709.ogg,ashpri1
data/birds/raw_audio/ashpri1\XC19566.ogg,ashpri1
data/birds/raw_audio/ashpri1\XC195760.ogg,ashpri1
data/birds/raw_audio/ashpri1\XC197604.ogg,ashpri1
data/birds/raw_audio/ashpri1\XC209228.ogg,ashpri1
data/birds/raw_audio/ashpri1\XC214126.ogg,ashpri1
data/birds/raw_audio/ashpri1\XC239261.ogg,ashpri1
data/birds/raw_audio/ashpri1\XC267073.ogg,ashpri1
data/birds/raw_audio/ashpri1\XC276715.ogg,ashpri1
data/birds/raw_audio/ashpri1\XC277294.ogg,ashpri1
data/birds/raw_audio/ashpri1\XC306464.ogg,ashpri1
data/birds/raw_audio/ashpri1\XC309696.ogg,ashpri1
data/birds/raw_audio/ashpri1\XC310857.ogg,ashpri1
data/birds/raw_audio/ashpri1\XC322644.ogg,ashpri1
data/birds/raw_audio/ashpri1\XC330493.ogg,ashpri1
data/birds/raw_audio/ashpri1\XC331544.ogg,ashpri1
data/birds/raw_audio/ashpri1\XC332264.ogg,ashpri1
data/birds/raw_audio/ashpri1\XC346524.ogg,ashpri1
data/birds/raw_audio/ashpri1\XC384390.ogg,ashpri1
data/birds/raw_audio/ashpri1\XC397017.ogg,ashpri1
data/birds/raw_audio/ashpri1\XC399445.ogg,ashpri1
data/birds/raw_audio/ashpri1\XC400392.ogg,ashpri1
data/birds/raw_audio/ashpri1\XC400635.ogg,ashpri1
data/birds/raw_audio/ashpri1\XC401062.ogg,ashpri1
data/birds/raw_audio/ashpri1\XC401869.ogg,ashpri1
data/birds/raw_audio/ashpri1\XC401870.ogg,ashpri1
data/birds/raw_audio/ashpri1\XC401871.ogg,ashpri1
data/birds/raw_audio/ashpri1\XC402041.ogg,ashpri1
data/birds/raw_audio/ashpri1\XC407620.ogg,ashpri1
data/birds/raw_audio/ashpri1\XC424246.ogg,ashpri1
data/birds/raw_audio/ashpri1\XC424247.ogg,ashpri1
data/birds/raw_audio/ashpri1\XC425034.ogg,ashpri1
data/birds/raw_audio/ashpri1\XC441384.ogg,ashpri1
data/birds/raw_audio/ashpri1\XC442336.ogg,ashpri1
data/birds/raw_audio/ashpri1\XC453353.ogg,ashpri1
data/birds/raw_audio/ashpri1\XC464269.ogg,ashpri1
data/birds/raw_audio/ashpri1\XC469462.ogg,ashpri1
data/birds/raw_audio/ashpri1\XC487515.ogg,ashpri1
data/birds/raw_audio/ashpri1\XC507722.ogg,ashpri1
data/birds/raw_audio/ashpri1\XC524458.ogg,ashpri1
data/birds/raw_audio/ashpri1\XC530822.ogg,ashpri1
data/birds/raw_audio/ashpri1\XC530824.ogg,ashpri1
data/birds/raw_audio/ashpri1\XC543425.ogg,ashpri1
data/birds/raw_audio/ashpri1\XC551770.ogg,ashpri1
data/birds/raw_audio/ashpri1\XC563400.ogg,ashpri1
data/birds/raw_audio/ashpri1\XC568704.ogg,ashpri1
data/birds/raw_audio/ashpri1\XC568902.ogg,ashpri1
data/birds/raw_audio/ashpri1\XC569653.ogg,ashpri1
data/birds/raw_audio/ashpri1\XC570426.ogg,ashpri1
data/birds/raw_audio/ashpri1\XC576914.ogg,ashpri1
data/birds/raw_audio/ashpri1\XC577348.ogg,ashpri1
data/birds/raw_audio/ashpri1\XC578479.ogg,ashpri1
data/birds/raw_audio/ashpri1\XC592377.ogg,ashpri1
data/birds/raw_audio/ashpri1\XC592487.ogg,ashpri1
data/birds/raw_audio/ashpri1\XC592508.ogg,ashpri1
data/birds/raw_audio/ashpri1\XC594109.ogg,ashpri1
data/birds/raw_audio/ashpri1\XC598048.ogg,ashpri1
data/birds/raw_audio/ashpri1\XC604447.ogg,ashpri1
data/birds/raw_audio/ashpri1\XC613910.ogg,ashpri1
data/birds/raw_audio/ashpri1\XC626152.ogg,ashpri1
data/birds/raw_audio/ashpri1\XC657869.ogg,ashpri1
data/birds/raw_audio/ashpri1\XC658723.ogg,ashpri1
data/birds/raw_audio/ashpri1\XC665294.ogg,ashpri1
data/birds/raw_audio/ashpri1\XC665295.ogg,ashpri1
data/birds/raw_audio/ashpri1\XC665296.ogg,ashpri1
data/birds/raw_audio/ashpri1\XC665297.ogg,ashpri1
data/birds/raw_audio/ashpri1\XC665299.ogg,ashpri1
data/birds/raw_audio/ashpri1\XC685550.ogg,ashpri1
data/birds/raw_audio/ashpri1\XC699909.ogg,ashpri1
data/birds/raw_audio/ashpri1\XC73014.ogg,ashpri1
data/birds/raw_audio/ashpri1\XC73015.ogg,ashpri1
data/birds/raw_audio/ashpri1\XC73016.ogg,ashpri1
data/birds/raw_audio/ashpri1\XC73017.ogg,ashpri1
data/birds/raw_audio/ashpri1\XC73018.ogg,ashpri1
data/birds/raw_audio/ashpri1\XC73019.ogg,ashpri1
data/birds/raw_audio/ashpri1\XC743611.ogg,ashpri1
data/birds/raw_audio/ashpri1\XC744647.ogg,ashpri1
data/birds/raw_audio/ashpri1\XC754290.ogg,ashpri1
data/birds/raw_audio/ashpri1\XC754292.ogg,ashpri1
data/birds/raw_audio/ashpri1\XC754294.ogg,ashpri1
data/birds/raw_audio/ashpri1\XC754295.ogg,ashpri1
data/birds/raw_audio/ashpri1\XC754296.ogg,ashpri1
data/birds/raw_audio/ashpri1\XC756583.ogg,ashpri1
data/birds/raw_audio/ashpri1\XC788070.ogg,ashpri1
data/birds/raw_audio/ashpri1\XC788174.ogg,ashpri1
data/birds/raw_audio/ashpri1\XC788176.ogg,ashpri1
data/birds/raw_audio/ashpri1\XC788177.ogg,ashpri1
data/birds/raw_audio/ashpri1\XC788227.ogg,ashpri1
data/birds/raw_audio/ashpri1\XC788228.ogg,ashpri1
data/birds/raw_audio/ashpri1\XC788229.ogg,ashpri1
data/birds/raw_audio/ashpri1\XC845976.ogg,ashpri1
data/birds/raw_audio/ashwoo2\XC125152.ogg,ashwoo2
data/birds/raw_audio/ashwoo2\XC169810.ogg,ashwoo2
data/birds/raw_audio/ashwoo2\XC178326.ogg,ashwoo2
data/birds/raw_audio/ashwoo2\XC186765.ogg,ashwoo2
data/birds/raw_audio/ashwoo2\XC21842.ogg,ashwoo2
data/birds/raw_audio/ashwoo2\XC318460.ogg,ashwoo2
data/birds/raw_audio/ashwoo2\XC319072.ogg,ashwoo2
data/birds/raw_audio/ashwoo2\XC341867.ogg,ashwoo2
data/birds/raw_audio/ashwoo2\XC381367.ogg,ashwoo2
data/birds/raw_audio/ashwoo2\XC396949.ogg,ashwoo2
data/birds/raw_audio/ashwoo2\XC399855.ogg,ashwoo2
data/birds/raw_audio/ashwoo2\XC402514.ogg,ashwoo2
data/birds/raw_audio/ashwoo2\XC402826.ogg,ashwoo2
data/birds/raw_audio/ashwoo2\XC424487.ogg,ashwoo2
data/birds/raw_audio/ashwoo2\XC442123.ogg,ashwoo2
data/birds/raw_audio/ashwoo2\XC446304.ogg,ashwoo2
data/birds/raw_audio/ashwoo2\XC447333.ogg,ashwoo2
data/birds/raw_audio/ashwoo2\XC503383.ogg,ashwoo2
data/birds/raw_audio/ashwoo2\XC503384.ogg,ashwoo2
data/birds/raw_audio/ashwoo2\XC510578.ogg,ashwoo2
data/birds/raw_audio/ashwoo2\XC531531.ogg,ashwoo2
data/birds/raw_audio/ashwoo2\XC531532.ogg,ashwoo2
data/birds/raw_audio/ashwoo2\XC546354.ogg,ashwoo2
data/birds/raw_audio/ashwoo2\XC564998.ogg,ashwoo2
data/birds/raw_audio/ashwoo2\XC584166.ogg,ashwoo2
data/birds/raw_audio/ashwoo2\XC584167.ogg,ashwoo2
data/birds/raw_audio/ashwoo2\XC624611.ogg,ashwoo2
data/birds/raw_audio/ashwoo2\XC624612.ogg,ashwoo2
data/birds/raw_audio/ashwoo2\XC639720.ogg,ashwoo2
data/birds/raw_audio/ashwoo2\XC639737.ogg,ashwoo2
data/birds/raw_audio/ashwoo2\XC657952.ogg,ashwoo2
data/birds/raw_audio/ashwoo2\XC681275.ogg,ashwoo2
data/birds/raw_audio/ashwoo2\XC685139.ogg,ashwoo2
data/birds/raw_audio/ashwoo2\XC725374.ogg,ashwoo2
data/birds/raw_audio/ashwoo2\XC741945.ogg,ashwoo2
data/birds/raw_audio/ashwoo2\XC783845.ogg,ashwoo2
data/birds/raw_audio/ashwoo2\XC802713.ogg,ashwoo2
data/birds/raw_audio/ashwoo2\XC802715.ogg,ashwoo2
data/birds/raw_audio/ashwoo2\XC803328.ogg,ashwoo2
data/birds/raw_audio/ashwoo2\XC803329.ogg,ashwoo2
data/birds/raw_audio/ashwoo2\XC803330.ogg,ashwoo2
data/birds/raw_audio/ashwoo2\XC804139.ogg,ashwoo2
data/birds/raw_audio/ashwoo2\XC823422.ogg,ashwoo2
data/birds/raw_audio/ashwoo2\XC823502.ogg,ashwoo2
data/birds/raw_audio/ashwoo2\XC829157.ogg,ashwoo2
data/birds/raw_audio/asikoe2\XC115086.ogg,asikoe2
data/birds/raw_audio/asikoe2\XC138196.ogg,asikoe2
data/birds/raw_audio/asikoe2\XC163887.ogg,asikoe2
data/birds/raw_audio/asikoe2\XC163888.ogg,asikoe2
data/birds/raw_audio/asikoe2\XC163889.ogg,asikoe2
data/birds/raw_audio/asikoe2\XC163890.ogg,asikoe2
data/birds/raw_audio/asikoe2\XC163891.ogg,asikoe2
data/birds/raw_audio/asikoe2\XC164022.ogg,asikoe2
data/birds/raw_audio/asikoe2\XC164679.ogg,asikoe2
data/birds/raw_audio/asikoe2\XC169914.ogg,asikoe2
data/birds/raw_audio/asikoe2\XC175484.ogg,asikoe2
data/birds/raw_audio/asikoe2\XC175830.ogg,asikoe2
data/birds/raw_audio/asikoe2\XC179229.ogg,asikoe2
data/birds/raw_audio/asikoe2\XC182810.ogg,asikoe2
data/birds/raw_audio/asikoe2\XC189420.ogg,asikoe2
data/birds/raw_audio/asikoe2\XC190308.ogg,asikoe2
data/birds/raw_audio/asikoe2\XC194196.ogg,asikoe2
data/birds/raw_audio/asikoe2\XC194905.ogg,asikoe2
data/birds/raw_audio/asikoe2\XC195758.ogg,asikoe2
data/birds/raw_audio/asikoe2\XC196961.ogg,asikoe2
data/birds/raw_audio/asikoe2\XC207166.ogg,asikoe2
data/birds/raw_audio/asikoe2\XC208590.ogg,asikoe2
data/birds/raw_audio/asikoe2\XC208773.ogg,asikoe2
data/birds/raw_audio/asikoe2\XC208774.ogg,asikoe2
data/birds/raw_audio/asikoe2\XC208899.ogg,asikoe2
data/birds/raw_audio/asikoe2\XC208905.ogg,asikoe2
data/birds/raw_audio/asikoe2\XC208907.ogg,asikoe2
data/birds/raw_audio/asikoe2\XC209025.ogg,asikoe2
data/birds/raw_audio/asikoe2\XC209026.ogg,asikoe2
data/birds/raw_audio/asikoe2\XC209209.ogg,asikoe2
data/birds/raw_audio/asikoe2\XC209210.ogg,asikoe2
data/birds/raw_audio/asikoe2\XC240257.ogg,asikoe2
data/birds/raw_audio/asikoe2\XC241381.ogg,asikoe2
data/birds/raw_audio/asikoe2\XC252829.ogg,asikoe2
data/birds/raw_audio/asikoe2\XC253423.ogg,asikoe2
data/birds/raw_audio/asikoe2\XC260248.ogg,asikoe2
data/birds/raw_audio/asikoe2\XC267100.ogg,asikoe2
data/birds/raw_audio/asikoe2\XC268368.ogg,asikoe2
data/birds/raw_audio/asikoe2\XC283132.ogg,asikoe2
data/birds/raw_audio/asikoe2\XC287537.ogg,asikoe2
data/birds/raw_audio/asikoe2\XC29590.ogg,asikoe2
data/birds/raw_audio/asikoe2\XC29594.ogg,asikoe2
data/birds/raw_audio/asikoe2\XC297676.ogg,asikoe2
data/birds/raw_audio/asikoe2\XC301717.ogg,asikoe2
data/birds/raw_audio/asikoe2\XC302927.ogg,asikoe2
data/birds/raw_audio/asikoe2\XC304299.ogg,asikoe2
data/birds/raw_audio/asikoe2\XC305691.ogg,asikoe2
data/birds/raw_audio/asikoe2\XC307123.ogg,asikoe2
data/birds/raw_audio/asikoe2\XC307545.ogg,asikoe2
data/birds/raw_audio/asikoe2\XC307546.ogg,asikoe2
data/birds/raw_audio/asikoe2\XC309568.ogg,asikoe2
data/birds/raw_audio/asikoe2\XC311004.ogg,asikoe2
data/birds/raw_audio/asikoe2\XC313082.ogg,asikoe2
data/birds/raw_audio/asikoe2\XC316778.ogg,asikoe2
data/birds/raw_audio/asikoe2\XC319736.ogg,asikoe2
data/birds/raw_audio/asikoe2\XC323137.ogg,asikoe2
data/birds/raw_audio/asikoe2\XC324988.ogg,asikoe2
data/birds/raw_audio/asikoe2\XC325570.ogg,asikoe2
data/birds/raw_audio/asikoe2\XC327430.ogg,asikoe2
data/birds/raw_audio/asikoe2\XC330496.ogg,asikoe2
data/birds/raw_audio/asikoe2\XC331241.ogg,asikoe2
data/birds/raw_audio/asikoe2\XC331545.ogg,asikoe2
data/birds/raw_audio/asikoe2\XC331680.ogg,asikoe2
data/birds/raw_audio/asikoe2\XC331683.ogg,asikoe2
data/birds/raw_audio/asikoe2\XC332698.ogg,asikoe2
data/birds/raw_audio/asikoe2\XC332745.ogg,asikoe2
data/birds/raw_audio/asikoe2\XC339652.ogg,asikoe2
data/birds/raw_audio/asikoe2\XC345185.ogg,asikoe2
data/birds/raw_audio/asikoe2\XC345186.ogg,asikoe2
data/birds/raw_audio/asikoe2\XC345305.ogg,asikoe2
data/birds/raw_audio/asikoe2\XC347587.ogg,asikoe2
data/birds/raw_audio/asikoe2\XC347591.ogg,asikoe2
data/birds/raw_audio/asikoe2\XC349238.ogg,asikoe2
data/birds/raw_audio/asikoe2\XC349239.ogg,asikoe2
data/birds/raw_audio/asikoe2\XC352055.ogg,asikoe2
data/birds/raw_audio/asikoe2\XC353944.ogg,asikoe2
data/birds/raw_audio/asikoe2\XC359129.ogg,asikoe2
data/birds/raw_audio/asikoe2\XC359319.ogg,asikoe2
data/birds/raw_audio/asikoe2\XC362066.ogg,asikoe2
data/birds/raw_audio/asikoe2\XC362071.ogg,asikoe2
data/birds/raw_audio/asikoe2\XC362353.ogg,asikoe2
data/birds/raw_audio/asikoe2\XC362845.ogg,asikoe2
data/birds/raw_audio/asikoe2\XC362846.ogg,asikoe2
data/birds/raw_audio/asikoe2\XC362848.ogg,asikoe2
data/birds/raw_audio/asikoe2\XC362850.ogg,asikoe2
